"","Original.address","Latitutde","Longitude"
"1512","University between 62nd & 63rd",41.78140695,-87.5975666
"1513","Woodlawn between 47th & 48th ",41.8087168,-87.59682855
"1514","Woodlawn between 50th & 51st",41.8032239,-87.5965969
"1515","Woodlawn between 50th & 51st St.",41.80340015,-87.61171975
"1516","Woodlawn between 54th & 55th ",41.7957915,-87.59656145
"1517","Woodlawn between 55th &56th",41.7941589,-87.596524
"1518","6054 S. Drexel / Parking Structure",41.7846534,-87.6048595
"1519","1005 E. 60th St. to 6031 S. Ellis",41.78523515,-87.600311
"1520","1100 E. 57th St. to 5050 S. Lake Shore",41.79773435,-87.59220685
"1521","1100 E. 57th St. to 5655 S. University",41.79195715,-87.5986811
"1522","1100 E. 57th St. to 5709 S. University",41.79179315,-87.5988231
"1523","1118  E. 58th St. to 5807 S. Woodlawn",41.7893495,-87.59835705
"1524","1118 E. 58th to 6031 S. Ellis",41.78731595,-87.60079635
"1525","1155 E. 58th St. to 55th & Lake Park",41.7921872,-87.5925424
"1526","1362 E. 59th St. to 1526 E. 55th St.",41.79210925,-87.59124325
"1527","4900 S. East End / Public Way)",41.8057607,-87.5864603
"1528","5100 S. East End to 1111 E. 60th St. ",41.7938499,-87.5919728
"1529","53rd St. to 1414 E. 59th St.",41.79381035,-87.59745035
"1530","5487-91 S. Hyde Park / Fraternity House",41.7955722,-87.5838272
"1531","54th to 56th University",41.7979069,-87.6038879
"1532","5500 S. Lake Park / Unknown Location",41.7950649,-87.5878062
"1533","5500 S. University to 5630 S. University",41.793809,-87.5980113
"1534","5500 S. University to 5811 S. Ellis",41.79189515,-87.599262
"1535","5530 S. Ellis to 56th & University",41.79385125,-87.59987925
"1536","55th & Cornell to 57th & Woodlawn",41.79330505,-87.59093365
"1537","55th & Ellis to 51st & University",41.79180855,-87.60002165
"1538","55th & Ellis to 53rd & Woodlawn",41.7972262,-87.5989867
"1539","55th & Hyde Park to 57th & Ellis",41.79344835,-87.5946939
"1540","55th & Lake Park to 54th & Kenwood",41.79657145,-87.59052125
"1541","55th & Woodlawn to 5521 S. University",41.7947097,-87.59719095
"1542","55th to 56th / University to Woodlawn",41.79413605,-87.5981136
"1543","5640 S. Ellis to 56th & Cornell",41.79283615,-87.59252125
"1544","56th & Cottage Grove to 56th & Ellis",41.79317,-87.6037688
"1545","5730 S. Ellis to 5900 S. Ellis",41.78875635,-87.60188735
"1546","57th & Ellis to 54th & Ingleside",41.79464385,-87.60205
"1547","57th & Ellis to 55th & South Shore Dr.",41.7933055,-87.59106995
"1548","57th & Ellis to 61st & University",41.78774595,-87.59960435
"1549","57th & Stony Island to 5811 S. Ellis",41.79024895,-87.5938243
"1550","57th & University to 60th & Kimbark",41.78872455,-87.5963939
"1551","58th & Ellis to 60th & Ellis",41.7877351,-87.60122075
"1552","6031 S. Ellis to 1307 E. 60th",41.78538445,-87.5971353
"1553","60th & Drexel to 61st & Kimbark",41.7850181,-87.5995803
"1554","60th & Ellis to 55th& Hyde Park ",41.79071555,-87.59463425
"1555","61-63 Cottage Grove to Woodlawn",41.780228,-87.5939087
"1556","61st & Ellis to 1414 E. 59th St.",41.78617425,-87.59606055
"1557","61st & Kenwood to 5815 S. Maryland",41.7866949,-87.598585
"1558","Lake Park / 48th to 49th",41.80687455,-87.58989445
"1559","UC Campus / Max Palevsky Residence Hall",41.7930128,-87.5998245
"1560","UC Campus / Student Housing Facility",NA,NA
